1315,UBIQUINONE-6,ubiquinone-6
1316,CPD-9717,ubiquinone-7
1317,UBIQUINONE-10,ubiquinone-10
1318,UBIQUINONE-9,ubiquinone-9
1319,PLASTOQUINONE-9,plastoquinone-9
1320,NADPH,NADPH
1321,NADH,NADH
1322,BETAINE,glycine betaine
1323,CPD-10276,2-hydroxy-2-methylbutyronitrile
1324,HCN,hydrogen cyanide
1325,ACRYLONITRILE,acrylonitrile
1326,INDOLEYL-CPD,indole-3-acetonitrile
1327,CPD-10275,2-methylbutyronitrile
1328,3-CYANOPYRIDINE,3-cyanopyridine
1329,CPD-4864,2-methylpropionitrile
1330,2-HYDROXY-2-METHYLPROPANENITRILE,acetone cyanohydrin
1331,NIACINE,nicotinate
1332,NIACINAMIDE,nicotinamide
1333,RIBOFLAVIN,riboflavin
1334,THIAMINE,thiamin
1335,ASCORBATE,L-ascorbate
1336,BIOTIN,biotin
1337,CPD-1112,4-pyridoxate
1338,PYRIDOXAL_PHOSPHATE,pyridoxal 5'-phosphate
1339,PYRIDOXAL,pyridoxal
1340,PYRIDOXAMINE,pyridoxamine
1341,PYRIDOXINE-5P,pyridoxine-5'-phosphate
1342,PYRIDOXINE,pyridoxine
1343,PYRIDOXAMINE-5P,pyridoxamine 5'-phosphate
1344,VITAMIN_D3,vitamin D3
1345,FOLATE,folate
1346,THF,tetrahydrofolate
1347,CPD-1301,tetrahydropteroyltri-L-glutamate
1348,CPD-5725,tetrahydrofolate-L-glutamate
1349,CPD-1302,5-methyltetrahydropteroyltri-L-glutamate
1350,5-METHYL-THF,5-methyl-THF
1351,5-FORMYL-THF,5-formyl-tetrahydrofolate
1352,10-FORMYL-THF,10-formyl-tetrahydrofolate
1353,METHYLENE-THF,"5,10-methylene-THF"
1354,DIHYDROFOLATE,"7,8-dihydrofolate"
1355,BETA-TOCOPHEROL,&beta;-tocopherol
1356,ALPHA-TOCOPHEROL,&alpha;-tocopherol
1357,DELTA-TOCOPHEROL,&delta;-tocopherol
1358,GAMA-TOCOPHEROL,&gamma;-tocopherol
1359,D-CARNITINE,D-carnitine
1360,CARNITINE,L-carnitine
1361,N-ACETYL-D-MANNOSAMINE-6P,N-acetyl-D-mannosamine-6-phosphate
1362,CPD-9966,medium-chain ester
1363,CPD-419,L-Palmitoylcarnitine
1364,O-ACETYLCARNITINE,(-)O-acetylcarnitine
1365,CPD-1137,itaconyl-CoA
1366,METHACRYLYL-COA,methylacrylyl-CoA
1367,ISOVALERYL-COA,isovaleryl-CoA
1368,GLUTACONYL-COA,glutaconyl-CoA
1369,2-AMINOBENZOYL-COA,2-aminobenzoyl-CoA
1370,2-METHYL-3-HYDROXY-BUTYRYL-COA,2-methyl-3-hydroxybutyryl-CoA
1371,3-HYDROXY-PROPIONYL-COA,3-hydroxypropionyl-CoA
1372,3-HYDROXY-3-METHYL-GLUTARYL-COA,3-hydroxy-3-methyl-glutaryl-CoA
1373,CPD-72,"(25R)-3&alpha;,7&alpha;-dihydroxy-5&beta;-cholestanoyl-CoA"
1374,GAMMA-LINOLENOYL-COA,&gamma;-linolenoyl-CoA
1375,2-HYDROXYGLUTARYL-COA,(R)-2-hydroxyglutaryl-CoA
1376,CPD-9409,&beta;-methylmalyl-CoA
1377,CPD-71,"(25R)-3&alpha;,7&alpha;,12&alpha;-trihydroxy-5&beta;-cholestanoyl-CoA"
1378,FERULOYL-COA,feruloyl-CoA
1379,2-METHYL-ACETO-ACETYL-COA,2-methylacetoacetyl-CoA
1380,CPD-7257,"3&alpha;,7&alpha;,12&alpha;-trihydroxy-24-oxo-5-&beta;-cholestanoyl CoA"
1381,CPD-9406,ethylmalonyl-CoA
1382,CAFFEOYL-COA,caffeoyl-CoA
1383,CPD-7243,"(24E)-3&alpha;,7&alpha;,12&alpha;-trihydroxy-5&beta;-cholest-24-enoyl-CoA"
1384,TIGLYL-COA,tiglyl-CoA
1385,CPD-18,linoleoyl-CoA
1386,CPD-9408,mesaconyl-CoA
1387,CPD0-1162,"2-trans,5-cis-tetradecadienoyl-CoA"
1388,ACETYL-COA,acetyl-CoA
1389,3-METHYL-CROTONYL-COA,3-methylcrotonyl-CoA
1390,CPD-202,choloyl-CoA
1391,CPD-10505,"(25S)-3&alpha;,7&alpha;,12&alpha;-trihydroxy-5&beta;-cholestanoyl-CoA"
1392,CPD-7275,"(24R,25R)-3&alpha;,7&alpha;,12&alpha;,24-tetrahydroxy-5&beta;-cholestanoyl CoA"
1393,2-METHYL-BUTYRYL-COA,S-2-methyl-butyryl-CoA
1394,MALONYL-COA,malonyl-CoA
1395,CPD-9407,methylsuccinyl-CoA
1396,CPD-201,4-hydroxybenzoyl-CoA
1397,CPD-672,L-3-aminobutyryl-CoA
1398,4-HYDROXY-BUTYRYL-COA,4-hydroxybutyryl-CoA
1399,ISOBUTYRYL-COA,isobutyryl-CoA
1400,CPD-10556,chenodeoxycholoyl-CoA
1401,CPD-226,vinylacetyl-CoA
1402,3S-CITRYL-COA,(3S)-citryl-CoA
1403,FORMYL-COA,formyl-CoA
1404,GLUTARYL-COA,glutaryl-CoA
1405,SUC-COA,succinyl-CoA
1406,ACRYLYL-COA,acrylyl-CoA
1407,TRANS-3-METHYL-GLUTACONYL-COA,3-methylglutaconyl-CoA
1408,BENZOYLCOA,benzoyl-CoA
1409,OXALYL-COA,oxalyl-CoA
1410,CPD-207,phenylacetyl-CoA
1411,DEPHOSPHO-COA,dephospho-CoA
1412,METHYL-MALONYL-COA,(R)-methylmalonyl-CoA
1413,D-METHYL-MALONYL-COA,(S)-methyl-malonyl-CoA
1414,D-LACTOYL-COA,D-lactoyl-CoA
1415,CPD-627,L-citramalyl-CoA
1416,CPD-9414,(R)-citramalyl-CoA
1417,CPD-208,L-malyl-CoA
1418,CINNAMOYL-COA,(E)-cinnamoyl-CoA
1419,OLEOYL-COA,oleoyl-CoA
1420,BUTYRYL-COA,butyryl-CoA
1421,PROPIONYL-COA,propionyl-CoA
1422,PALMITYL-COA,palmitoyl CoA
1423,TETRADECANOYL-COA,myristoyl-CoA
1424,STEAROYL-COA,stearoyl-CoA
1425,CPD-196,octanoyl-CoA
1426,LAUROYLCOA-CPD,lauroyl-CoA
1427,CPD-10267,decanoyl-CoA
1428,CPD-650,3-hydroxybutyryl-CoA
1429,CPD-10261,3-hydroxy-stearoyl-CoA
1430,CPD0-1163,3-hydroxy-5-cis-tetradecenoyl-CoA
1431,3-KETO-ADIPYL-COA,3-oxoadipyl-CoA
1432,CPD-10260,3-oxo-stearoyl-CoA
1433,ACETOACETYL-COA,acetoacetyl-CoA
1434,CPD-7221,3-cis-dodecenoyl-CoA
1435,CPD-7222,2-trans-dodecenoyl-CoA
1436,CPD-10262,"trans-2,3-stearoyl-CoA"
1437,CROTONYL-COA,crotonyl-CoA
1438,CPD-330,"L-galactono-1,4-lactone"
1439,GLC-D-LACTONE,glucono-&delta;-lactone
1440,MG-PROTOPORPHYRIN,Mg-protoporphyrin
1441,DIVINYL-PROTOCHLOROPHYLLIDE-A,divinyl protochlorophyllide a
1442,CHLOROPHYLLIDE-A,chlorophyllide a
1443,131-OXO-MAGNESIUM-PROTOPORPHYRIN-IX-13-M,131-oxo-magnesium-protoporphyrin IX 13-monomethyl ester
1444,MONO-VINYL-PROTOCHLOROPHYLLIDE-A,monovinyl protochlorophyllide a
1445,13-HYDROXY-MAGNESIUM-PROTOPORP,131-hydroxy-magnesium-protoporphyrin IX 13-monomethyl ester
1446,MG-PROTOPORPHYRIN-MONOMETHYL-ESTER,Mg-protoporphyrin monomethyl ester
1447,PROTOHEME,protoheme IX
1448,ALLANTOATE,allantoate
1449,CPD-8935,feruloylserotonin
1450,CPD-8943,p-coumaroyltyramine
1451,CPD-440,N-feruloyltyramine
1452,CPD-8937,cinnamoylserotonin
1453,CPD-8936,p-coumaroylserotonin
1454,CPD-8941,cinnamoyltyramine
1455,CPD-8942,sinapoyltyramine
1456,CPD-8934,caffeoylserotonin
1457,S-ALLANTOIN,S-allantoin
1458,CPD-7598,anandamide
1459,PHOSPHORIBOSYL-FORMIMINO-AICAR-P,phosphoribosylformiminoAICAR-phosphate
1460,PHOSPHORIBULOSYL-FORMIMINO-AICAR-P,phosphoribulosylformimino-AICAR-P
1461,PHOSPHORIBOSYL-FORMAMIDO-CARBOXAMIDE,phosphoribosyl-formamido-carboxamide
1462,AICAR,aminoimidazole carboxamide ribonucleotide
1463,ACETAMIDE,acetamide
1464,NITROGEN-MOLECULE,N2
1465,CH4,methane
1466,CPD-9315,cyclopropene
1467,OCTANOL,octanol
1468,CPD-7867,1-dodecanol
1469,METOH,methanol
1470,ETOH,ethanol
1471,CPD-290,"(1R,6S)-1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate"
1472,GLYCOL,ethylene glycol
1473,PROPANE-1-2-DIOL,"L-1,2-propanediol"
1474,MYO-INOSITOL,myo-inositol
1475,CPD-1105,1-amino-1-deoxy-scyllo-inositol
1476,CPD-365,2-keto-myo-inositol
1477,4-METHYL-MYO-INOSITOL,D-ononitol
1478,5-O-METHYL-MYO-INOSITOL,sequoyitol
1479,CPD-8046,D-pinitol
1480,CPD-180,1-amino-1-deoxy-scyllo-inositol 4-phosphate
1481,CPD-7167,1-guanidino-1-deoxy-scyllo-inositol 4-phosphate
1482,MI-HEXAKISPHOSPHATE,phytate
1483,INOSITOL-1456-TETRAKISPHOSPHATE,"D-myo-inositol (1,4,5,6)-tetrakisphosphate"
1484,CPD-505,"D-myo-inositol (1,3,4,6)-tetrakisphosphate"
1485,CPD-178,"D-myo-inositol (3,4,5,6)-tetrakisphosphate"
1486,CPD-506,"D-myo-inositol (1,3,4,5)-tetrakisphosphate"
1487,CPD-1107,"D-myo-inositol (1,3,4,5,6)-pentakisphosphate"
1488,CPD-6661,"D-myo-inositol (1,2,3,4,6)-pentakisphosphate"
1489,CPD-534,"D-myo-inositol (1,2,4,5,6)-pentakisphosphate"
1490,INOSITOL-1-4-BISPHOSPHATE,"D-myo-inositol (1,4)-bisphosphate"
1491,D-MYO-INOSITOL-34-BISPHOSPHATE,"D-myo-inositol (3,4)-bisphosphate"
1492,CPD-6681,"D-myo-inositol (3,4,6)-trisphosphate"
1493,INOSITOL-1-3-4-TRIPHOSPHATE,"D-myo-inositol (1,3,4)-trisphosphate"
1494,INOSITOL-1-4-5-TRISPHOSPHATE,"D-myo-inositol (1,4,5)-trisphosphate"
1495,D-MYO-INOSITOL-4-PHOSPHATE,D-myo-inositol (4)-monophosphate
1496,1-L-MYO-INOSITOL-1-P,D-myo-inositol (3)-monophosphate
1497,D-MYO-INOSITOL-1-MONOPHOSPHATE,D-myo-inositol (1)-monophosphate
1498,SPHINGOSINE,sphingosine
1499,PHYTOSPINGOSINE,4-hydroxysphinganine
1500,DEHYDROSPHINGANINE,3-dehydrosphinganine
1501,CPD-649,sphinganine 1-phosphate
1502,CPD3DJ-11366,sphingosine-1-phosphate
1503,PHTYOSPHINGOSINE-1-P,phytosphingosine-1-P
1504,CPD-7618,nerolate
1505,2-OXOBUTANOATE,2-oxobutanoate
1506,PYRUVATE,pyruvate
1507,2-KETOGLUTARATE,2-ketoglutarate
1508,GLYOX,glyoxylate
1509,CPD-479,2-oxo-4-methylthiobutanoate
1510,PHENYL-PYRUVATE,phenylpyruvate
1511,P-HYDROXY-PHENYLPYRUVATE,4-hydroxyphenylpyruvate
1512,18-HYDROXYOLEATE,18-hydroxyoleate
1513,CPD-3617,caprate
1514,CPD-195,octanoate
1515,CPD-7619,heptanoate
1516,DODECANOATE,laurate
1517,CPD-7836,myristate
1518,LINOLEIC_ACID,linoleate
1519,ARACHIDONIC_ACID,arachidonate
1520,OLEATE-CPD,oleate
1521,PALMITATE,palmitate
1522,ARACHIDIC_ACID,arachidate
1523,STEARIC_ACID,stearate
1524,LINOLENIC_ACID,linolenate
1525,CPD0-1159,"3,5-tetradecadienoate"
1526,CPD-2021,"(2E,6E)-(10R,11S)-10,11-epoxy-3,7,11-trimethyltrideca-2,6-dienoate"
1527,18-OXOOLEATE,18-oxo-oleate
1528,BUTYRIC_ACID,butyrate
1529,6Z8E10E14Z-5S12R-512-DIHYDROXYI,"(6z,8e,10e,14z)-(5s,12r)-5,12-dihydroxyicosa-6,8,10,14-tetraenoate"
1530,PROPIONATE,propionate
1531,HOMO-I-CIT,homoisocitrate
1532,CPD-245,"3-carboxy-cis,cis-muconate"
1533,CPD-149,trans-homoaconitate
1534,HOMO-CIS-ACONITATE,cis-homoaconitate
1535,CIS-ACONITATE,cis-aconitate
1536,HOMO-CIT,(R)-homocitrate
1537,THREO-DS-ISO-CITRATE,D-isocitrate
1538,3-KETO-ADIPATE,3-oxoadipate
1539,4-HYDROXY-BUTYRATE,4-hydroxybutyrate
1540,CPD-335,(R)-3-hydroxybutanoate
1541,R-2-HYDROXYGLUTARATE,(R)-2-hydroxyglutarate
1542,D-LACTATE,D-lactate
1543,L-LACTATE,L-lactate
1544,OROTATE,orotate
1545,D-TAGATURONATE,D-tagaturonate
1546,CPD-15127,5-deoxy-D-glucuronate
1547,L-PANTOATE,L-pantoate
1548,ACET,acetate
1549,L-DELTA1-PYRROLINE_5-CARBOXYLATE,pyrroline 5-carboxylate
1550,CHORISMATE,chorismate
1551,SUC,succinate
1552,FUM,fumarate
1553,MALEATE,maleate
1554,MAL,malate
1555,D-GLUCARATE,D-glucarate
1556,OCTADEC-9-ENE-118-DIOIC-ACID,octadecenedioate
1557,D-GALACTARATE,D-galactarate
1558,D-4-HYDROXY-2-KETO-GLUTARATE,D-4-hydroxy-2-keto-glutarate
1559,CDP-GROUP,CDP group
1560,GDP-GROUP,GDP group
1561,CPD-15861,a holo malonate-decarboxylase
1562,undecaprenyl,undecaprenyl group
1563,COA-GROUP,coenzyme-A-group
1564,DOLICHOL-GROUP,dolichol-group
1565,UDP-GROUP,UDP group
1566,CPD-15860,a holo citrate-lyase
1567,ADP-GROUP,ADP group
1568,NAD-STEM-GROUP,NAD stem group
1569,FAD-STEM-GROUP,FAD stem group
1570,TRANS-CIS-UNDECAPRENYL-GROUP,"di-trans, poly-cis-undecaprenyl group"
1571,AMP-GROUP,AMP group
1572,MONOTRANS-CIS-DECAPRENYL-GROUP,"mono-trans, poly-cis-decaprenyl group"
1573,PHOSPHOPANTOTHEINE-GROUP,4'-phosphopantetheine group
1574,ACP-GROUP,[acp]-group
1575,NRPS-Group,non-ribosomal peptide synthetase group
1576,Peptidyl-Carrier-Protein-Group,peptidyl-carrier protein group
1577,Polyketide-Synthase-Group,polyketide synthase group
1578,Aryl-Carrier-Protein-Group,aryl-carrier protein group
1579,THIOL-GROUP,thiol-group
1580,AMINO-GROUP,amino-group
1581,CARBONYL-GROUP,a carbonyl group
1582,X-PYROPHOSPHATE-GROUP,x-pyrophosphate-group
1583,ANOTHER-STRANGE-GROUP,another strange group
1584,CPD-8944,N-acetyl-&beta;-D-glucosaminyl group
1585,CARBOXYL-GROUP,carboxyl-group
1586,X-PHOSPHATE-GROUP,x-phosphate-group
1587,HYDROXYL-GROUP,hydroxyl-group
1588,PYROPHOSPHATE-GROUP,pyrophosphate-group
1589,PHOSPHATE-GROUP,phosphate-group
1590,METHYL-GROUP,methyl-group
1591,ALCOHOL-GROUP,an alcohol group
1592,IMINO-GROUP,imino-group
1593,PENTOSE-RING,pentose-ring
1594,STERONE-RING,sterone-ring
1595,PURINE-RING,purine-ring
1596,PYRIDINE-RING,pyridine-ring
1597,PORPHYRIN-RING,porphyrin-ring
1598,PTERIDINE-RING,pteridine-ring
1599,ADENINE-RING,adenine-ring
1600,PHENANTHRENE-RING,phenanthrene-ring
1601,NUKED-PENTOSE-RING,nt-pentose-ring
1602,A-LARA-PEN-1:4,a-lara-PEN-1:4
1603,B-DARA-HEX-2:5_2:KETO,b-dara-HEX-2:5|2:keto
1604,X-DARA-PEN-1:4,x-dara-PEN-1:4
1605,A-DARA-PEN-1:4,a-dara-PEN-1:4
1606,X-LARA-PEN-1:4,x-lara-PEN-1:4
1607,A-DARA-HEX-2:5_2:KETO,a-dara-HEX-2:5|2:keto
1608,X-DXYL-PEN-1:5,x-dxyl-PEN-1:5
1609,B-XXYL-PEN-1:5,b-xxyl-PEN-1:5
1610,A-DXYL-PEN-1:5,a-dxyl-PEN-1:5
1611,B-DXYL-PEN-1:5,b-dxyl-PEN-1:5
1612,X-DGRO-DGAL-NON-2:6_1:A_2:KETO_3:D,x-dgro-dgal-NON-2:6|1:a|2:keto|3:d
1613,B-DIDO-HEX-1:5_6:A,b-dido-HEX-1:5|6:a
1614,A-LIDO-HEX-1:5_6:A,a-lido-HEX-1:5|6:a
1615,A-DIDO-HEX-1:5_6:A,a-dido-HEX-1:5|6:a
1616,B-DGLC-HEX-1:5_6:A,b-dglc-HEX-1:5|6:a
1617,X-DGLC-HEX-1:5,x-dglc-HEX-1:5
1618,A-DGLC-HEX-1:5,a-dglc-HEX-1:5
1619,A-DGLC-HEX-1:5_6:A,a-dglc-HEX-1:5|6:a
1620,B-DGLC-HEX-1:5,b-dglc-HEX-1:5
1621,A-LMAN-HEX-1:5_6:D,a-lman-HEX-1:5|6:d
1622,A-DMAN-HEX-1:5,a-dman-HEX-1:5
1623,X-DMAN-HEX-1:5,x-dman-HEX-1:5
1624,X-LMAN-HEX-1:5_6:D,x-lman-HEX-1:5|6:d
1625,B-DMAN-HEX-1:5,b-dman-HEX-1:5
1626,A-DGAL-HEX-1:5,a-dgal-HEX-1:5
1627,O-DGAL-HEX-0:0_1:ALDI,o-dgal-HEX-0:0|1:aldi
1628,X-LGAL-HEX-1:5_6:D,x-lgal-HEX-1:5|6:d
1629,X-DGAL-HEX-1:5_6:A,x-dgal-HEX-1:5|6:a
1630,A-DGAL-HEX-1:5_6:A,a-dgal-HEX-1:5|6:a
1631,B-DGAL-HEX-1:5_6:A,b-dgal-HEX-1:5|6:a
1632,A-XGAL-HEX-1:5_6:A,a-xgal-HEX-1:5|6:a
1633,A-LGAL-HEX-1:5_6:D,a-lgal-HEX-1:5|6:d
1634,B-DGAL-HEX-1:5,b-dgal-HEX-1:5
1635,X-DGAL-HEX-1:5,x-dgal-HEX-1:5
1636,GLYCO-CT-N-ACETYL,
1637,GLYCO-CT-SULFATE,
1638,GLYCO-CT-N-SULFATE,GLYCO-CT-N-SULFATE
1639,GLYCO-CT-METHYL,
1640,CPD-2222,(R+)-3-(4-hydroxyphenyl)lactate
1641,2-OCTAPRENYL-6-HYDROXYPHENOL,2-octaprenyl-6-hydroxyphenol
1642,CO-A,coenzyme A
1643,Me-CoM,methyl-CoM
1644,LIPOIC-ACID,lipoate
1645,LACTALD,L-lactaldehyde
1646,CPD-371,1-octanal
1647,FORMALDEHYDE,formaldehyde
1648,ACETALD,acetaldehyde
1649,CPD-7620,heptaldehyde
1650,CPD-7000,isobutanal
1651,METHYL-GLYOXAL,methylglyoxal
1652,MEK,methyl ethyl ketone
1653,ACETONE,acetone
1654,CPD-862,D-camphor
1655,CPD-104,reduced pyrroloquinoline-quinone
1656,DOPAQUINONE,dopaquinone
1657,PQQ,pyrroloquinoline quinone
1658,INDOLE-3-ACETALDOXIME,indole-3-acetaldoxime
1659,CPD-10273,(E)-2-methylbutanal oxime
1660,CPD-10274,(Z)-2-methylbutanal oxime
1661,CPD-4861,(Z)-2-methylpropanal-oxime
1662,2-METHYLPROPANAL-OXIME,(E)-2-methylpropanal-oxime
1663,GTP,GTP
1664,IMP,inosine-5'-phosphate
1665,ADP,ADP
1666,GDP,GDP
1667,CH33ADO,5'-deoxyadenosine
1668,DGTP,dGTP
1669,PHOSPHORIBOSYL-AMP,phosphoribosyl-AMP
1670,DEOXYGUANOSINE,deoxyguanosine
1671,DEOXYADENOSINE,deoxyadenosine
1672,PHOSPHORIBOSYL-ATP,phosphoribosyl-ATP
1673,DGDP,dGDP
1674,CGMP,cyclic-GMP
1675,DADP,dADP
1676,ATP,ATP
1677,DATP,dATP
1678,AMP,AMP
1679,DGMP,dGMP
1680,DEOXYINOSINE,deoxyinosine
1681,HYPOXANTHINE,hypoxanthine
1682,GMP,GMP
1683,ADENYLOSUCC,adenylo-succinate
1684,CAMP,cyclic-AMP
1685,CDP-ETHANOLAMINE,CDP-ethanolamine
1686,DI-H-URACIL,dihydrouracil
1687,2-THIOURIDINE,2-thiouridine
1688,CDP-CHOLINE,CDP-choline
1689,ADENINE,adenine
1690,PURINE,purine
1691,GUANINE,guanine
1692,URACIL,uracil
1693,CYTOSINE,cytosine
1694,THYMINE,thymine
1695,QUEUINE,queuine
1696,DCMP,dCMP
1697,TMP,dTMP
1698,DUMP,dUMP
1699,UMP,UMP
1700,CMP,CMP
1701,CDP,CDP
1702,UDP,UDP
1703,TDP,dTDP
1704,DUDP,dUDP
1705,DCDP,dCDP
1706,DUTP,dUTP
1707,DCTP,dCTP
1708,TTP,dTTP
1709,UTP,UTP
1710,CTP,CTP
1711,CPD-8538,tRNA uridine
1712,NICOTINAMIDE_NUCLEOTIDE,nicotinamide mononucleotide
1713,GUANOSINE,guanosine
1714,INOSINE,inosine
1715,XANTHOSINE,xanthosine
1716,ADENOSINE,adenosine
1717,CYTIDINE,cytidine
1718,URIDINE,uridine
1719,THYMIDINE,thymidine
1720,DEOXYCYTIDINE,deoxycytidine
1721,DEOXYURIDINE,deoxyuridine
1722,ADENOSINE5TRIPHOSPHO5ADENOSINE,"5',5'-diadenosine triphosphate"
1723,DIHYDRONEOPTERIN-P,dihydroneopterin phosphate
1724,DIHYDROPTERIN-CH2OH-PP,"(2-amino-4-hydroxy-7,8-dihydropteridin-6-yl)methyl diphosphate"
1725,DIHYDRO-NEO-PTERIN,"7,8-dihydro-D-neopterin"
1726,2-AMINO-ETCETERA-DIHYDROXYPTERIDINE,"2-amino-4-oxo-6-(1',2'-dioxoprolyl)-7,8-dihydroxypteridine"
1727,AMINO-OH-HYDROXYMETHYL-DIHYDROPTERIDINE,"6-hydroxymethyl-7,8-dihydropterin"
1728,DIHYDRONEOPTERIN-P3,"7,8-dihydroneopterin triphosphate"
1729,CPD-374,sepiapterin
1730,2-AMINO-ETCETERA-TRIPHOSPHATE,"2-amino-4-oxo-6-(erythro-1',2',3'-trihydroxyprolyl)-7,8-dihydroxypteridine triphosphate"
1731,7-8-DIHYDROPTEROATE,"7,8-dihydropteroate"
1732,CPD-5881,4&alpha;-hydroxy-tetrahydrobiopterin
1733,6-PYRUVOYL-5678-TETRAHYDROPTERIN,6-pyruvoyl tetrahydropterin
1734,6-LACTOYL-5678-TETRAHYDROPTERIN,"6-lactoyl-5,6,7,8-tetrahydropterin"
1735,DIMETHYL-D-RIBITYL-LUMAZINE,"6,7-dimethyl-8-(1-D-ribityl)lumazine"
1736,PYRIMIDINE-RING,pyrimidine-ring
1737,VESTITONE,vestitone
1738,CPD-31,(R)-citramalate
1739,S-CITRAMALATE,(S)-citramalate
1740,PROTOPORPHYRIN_IX,protoporphyrin IX
1741,PROTOPORPHYRINOGEN,protoporphyrinogen IX
1742,UROPORPHYRINOGEN-III,uroporphyrinogen-III
1743,BILIRUBIN,bilirubin
1744,BILIVERDINE,biliverdin
1745,3Z-PHYCOERYTHROBILIN,(3Z)-phycoerythrobilin
1746,3Z-PHYCOCYANOBILIN,(3Z)-phycocyanobilin
1747,5-10-METHENYL-THF,"5,10-methenyltetrahydrofolate"
1748,CPD-105,(R)-4-hydroxymandelate
1749,CPD-106,(S)-4-hydroxymandelate
1750,CPD-5727,"5,10-methenyl-tetrahydropteroyl-[&gamma;-Glu](n)"
1751,Phenyl-Acetates,a phenyl acetate
1752,CPD-8549,"a D-threo-aldono-1,5-lactone"
1753,Keto-Acid,a keto acid
1754,Heparan-sulfate-3-N-disulfate,[heparan sulfate]-&alpha;-D-N-sulfoglucosamine 3-O-sulfate
1755,S-Substituted-Glutamyl-Cysteine,a [Glu-Cys]-S-conjugate
1756,POLYVINYL-ALCOHOL,polyvinyl alcohol(n)
1757,CPD-12090,a [PchF protein]-N-desmethyl-pyochelin
1758,CPD-427,an N-acyl-L-glutamine
1759,1-ACYL-2-S-12-HYDROXYOLEOYL-SN-GLYCE,a 1-acyl-2-[(S)-12-hydroxyoleoyl]-sn-glycero-3-phosphocholine
1760,Lipids,a lipid
1761,CPD-8540,&alpha;-D-glucosyl-protein
1762,BETA-D-GALACTOSYL-ETCETERA-GALACTOSAMINY,"&beta;-D-galactosyl-1,3-N-acetyl-D-galactosaminyl-[glycoprotein]"
1763,6-Hydroxy-37-dimethyloctanoate,"a 6-hydroxy-3,7-dimethyloctanoate"
1764,CPD0-2157,a 1-acyl-sn-glycero-3-phosphoglycerol (n-C14:1)
1765,CPD0-1175,a peptidoglycan polymer with GlcNAc end
1766,R-OR-S-2-HYDROXYPROPYL-COM,a 2-hydroxypropyl-CoM
1767,Organophosphorus-Compounds,an organophosphorus compound
1768,CPD-14020,"dTDP-4-amino-4,6-dideoxy-D-galactose"
1769,Bulgecins,a bulgecin
1770,Nonionic-Detergents,a nonionic detergent
1771,N-Malonyl-L-Cysteine-S-Conjugate,an N-malonyl-L-cysteine-S-conjugate
1772,CPD-624,an N-acyl-&beta;-neuraminate 9-phosphate
1773,CPD-11927,a venturicidin
1774,12-DIACYL-3-O-ALPHA-D-GLUCOPYRANOSYL1,"a 1,2-diacyl-3-O-(&alpha;-D-glucopyranosyl(1->2)-O-&alpha;-D-glucopyranosyl)-sn-glycerol"
1775,ALPHA-SIALYL-GROUPS,an &alpha;-sialyl group
1776,Mannosyl3-N-acetyl-glucosamine2-R,a (mannosyl)3-(N-acetylglucosaminyl)-R
1777,Aromatics,an aromatic compound
1778,CPD-12091,a PchF NRPS protein loaded with pyochelin
1779,CPD0-2196,an acyl phosphatidylglycerol (n-C14:1)
1780,OLIGOSACCHARIDE-DIPHOSPHODOLICHOL,dolichyl diphosphooligosaccharide
1781,Pseudo-Compounds,a pseudo compound
1782,CPD-5167,a (mannosyl)8-(N-acetylglucosaminyl)2-diphosphodolichol
1783,All-Amino-Acids,an amino acid or its derivative
1784,Ions,an ion
1785,N-ACETYL-D-GALACTOSAMINYL-POLYPEPTIDE,N-acetyl-D-galactosaminyl-polypeptide
1786,CPD0-2150,a 1-acyl-sn-glycero-3-phosphoethanolamine (n-C18:1)
1787,DICARBOXYLIC-ACID-MONOAMIDES,a monoamide of a dicarboxylate
1788,Secondary-Metabolites,a secondary metabolite
1789,ANILIDE,an anilide
1790,Glycerol-1-phosphate,glycerol 1-phosphate
1791,INDOLE-3-ACETYL-POLYPEPTIDE,an indole-3-acetyl-polypeptide
1792,Glycerophosphodiesters,a glycerophosphodiester
1793,CPD-1119,an N-acyl-&beta;-neuraminate
1794,ALPHA-D-GALACTOSYL-ETCETERA-GLUCOSAMINYL,"&alpha;-D-galactosyl-(1,3)-&beta;-D-galactosyl-(1,4)-N-acetyl-D-glucosaminyl-R"
1795,D-aspartate-peptidoglycan,[&beta;-GlcNAc-(1-4)-Mur2Ac(oyl-L-Ala-&gamma;-D-Glu-6-N-(&beta;-D-Asp)-L-Lys-D-Ala-D-Ala)]n
1796,Heparan-sulfate-D-GlcNS,[heparan sulfate]-&alpha;-D-N-sulfoglucosamine
1797,All-Amines,an amine
1798,Tautomers,a tautomer
1799,CPD-5170,a (glucosyl)2(mannosyl)9-(N-acetylglucosaminyl)2-diphosphodolichol
1800,Benzoin,benzoin
1801,Glycolipids,a glycolipid
1802,CPD0-2204,a 2-acyl-sn-glycero-3-phosphoethanolamine (n-C16:1)
1803,Hormones,a hormone
1804,N-ACETYL-D-GLUCOSAMINYL-13-BETA-D-GALAC,"N-acetyl-D-glucosaminyl-1,3-&beta;-D-galactosyl-1,4-N-acetyl-&beta;-D-glucosaminyl-1,3-&beta;-D-galactosyl-1,4-&beta;-D-glucosyceramide"
