915		PPPi
916	ATPPHOSPHORIBOSYLTRANS-RXN|PRTRANS-RXN|2.4.2.12-RXN|2.7.1.90-RXN|NICOTINATEPRIBOSYLTRANS-RXN|PRPPAMIDOTRANS-RXN|XANPRIBOSYLTRAN-RXN|OROPRIBTRANS-RXN|INORGPYROPHOSPHAT-RXN|ADENPRIBOSYLTRAN-RXN|URACIL-PRIBOSYLTRANS-RXN|HYPOXANPRIBOSYLTRAN-RXN	diphosphate
917	3.6.3.4-RXN	Cu2+
918	3.6.3.35-RXN	Mn2+
919	TRANS-RXN54L-4266	NH4+
920	TRANS-RXN54L-2723	Zn2+
921	TRANS-RXN-191|TRANS-RXN-192|TRANS-RXN54L-4384|TRANS-RXN54L-2945|TRANS-RXN54L-2883|3.6.3.8-RXN	Ca2+
922	TRANS-RXN-190|TRANS-RXN-186|TRANS-RXN-185|TRANS-RXN-187|TRANS-RXN54L-3137|TRANS-RXN54L-3105|TRANS-RXN54L-3187|3.6.3.10-RXN|3.6.3.9-RXN	K+
923	TRANS-RXN54L-3002	Fe3+
924	PROTOHEMEFERROCHELAT-RXN|RXN0-1483	Fe2+
925	RXN1F-20	Mg2+
926	4.1.1.77-RXN|RXN-8773|RXN-8912|RXN-2364|BENZOATE-12-DIOXYGENASE-RXN|BENZOYLFORMATE-DECARBOXYLASE-RXN|4-CARBOXYMUCONOLACTONE-DECARBOXYLASE-RXN|HYDROXYBENZOYLFORMATE-DECARBOXYLASE-RXN|4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN|1.14.12.1-RXN|LACTALDREDUCT-RXN|AMBENCOATHAUERA-RXN|RXN-7573|LYSDECARBOX-RXN|RXN-8173|RXN-8172|RXN0-4281|2.5.1.64-RXN|NAPHTHOATE-SYN-RXN|RXN-8719|RXN-8720|RXN-5064|RXN-5065|RXN-5082|RXN-9638|RXN-9639|RXN-9642|ISOFLAVONE-2-HYDROXYLASE-RXN|RXN-3601|RXN-3763|RXN-3765|RXN-3768|RXN-3762|PRIBFAICARPISOM-RXN|RXN0-5118|RXN-8998|1.14.18.2-RXN|IGPSYN-RXN|DIAMINOPIMDECARB-RXN|RXN-7737|RXN0-2145|RXN0-2142|RXN-9995|QUINOPRIBOTRANS-RXN|TRANS-CINNAMATE-4-MONOOXYGENASE-RXN|RXN-1103|NARINGENIN-CHALCONE-SYNTHASE-RXN|RXN-3142|RXN-1101|RXN-1106|RXN-1102|RXN-1125|RXN-1142|RXN-2581|1.14.13.36-RXN|RXN-9261|RXN-9270|2.7.7.60-RXN|2.7.7.33-RXN|RXN0-5222|R524-RXN|RXN-8954|RXN-8955|DTDPGLUCOSEPP-RXN|RXN-5461|RXN-8115|RXN-8116|RXN-8117|RXN-9979|RXN-8707|RXN-8197|1.14.13.74-RXN|1.3.3.9-RXN|RXN-4521|RXN-10717|UROCANATE-HYDRATASE-RXN|IMIDAZOLONEPROPIONASE-RXN|RXN-35|4.1.1.74-RXN|RXN-1402|RXN-1407|TRANS-CINNAMATE-2-MONOOXYGENASE-RXN|RXN-8037|KETOGAL-DEHYDROXY-RXN|RXN-9543|RXN4FS-3|2.7.7.57-RXN|RXN-8315|THI-P-SYN-RXN|RXN-9991|GLYOCARBOLIG-RXN|RXN-5641|RXN-9971|1.2.3.13-RXN|RXN-7622|RXN-7630|RXN-7631|RXN-7628|RXN-7629|1.14.13.71-RXN|RXN-5861|ACETOLACTSYN-RXN|RXN-7800|RXN-7751|RXN-7746|ARGDECARBOX-RXN|N-CARBAMOYLPUTRESCINE-AMIDASE-RXN|RXN-8383|RXN-8386|RXN-8387|RXN-7805|RXN-7809|2.3.1.156-RXN|RXN-7807|RXN-7227|RXN-6981|RXN-8442|RXN-8082|RXN-8085|RXN-8083|RXN-8084|RXN-9174|RXN3O-680|RXN-9730|RXN-9657|RXN-9514|MALONYL-ACPDECARBOX-RXN|CHOLESTEROL-7-ALPHA-MONOOXYGENASE-RXN|1.14.13.95-RXN|RXN-9794|RXN-9796|CHOLESTANETRIOL-26-MONOOXYGENASE-RXN|RXN-9799|RXN-9840|RXN-9841|RXN-9842|RXN-9226|RXN-9228|RXN-9288|RXN-9286|RXN-9234|RXN-9236|RXN-9279|RXN-9285|RXN-9241|RXN-9243|RXN-9278|RXN-9284|OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-RXN|2-OCTAPRENYL-6-METHOXYPHENOL-HYDROX-RXN|RXN-9277|RXN-9283|2-OCTAPRENYLPHENOL-HYDROX-RXN|3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN|RXN3O-58|RXN3O-73|RXN3O-12|RXN3O-75|N-CARBAMOYLSARCOSINE-AMIDASE-RXN|H2PTEROATESYNTH-RXN|DXS-RXN|RXN-8447|KETOGLUTREDUCT-RXN|GALLATE-DECARBOXYLASE-RXN|RXN1F-72|RXN-5284|RXN-5283|RXN-5282|RXN66-161|RXN66-163|RXN66-169|RXN66-2|RXN-5921|RXN-5402|RXN-5421|RXN-5423|RXN-5424|RXN-5444|RXN-5422|RXN-10054|RXN-8822|PSII-RXN|TRANS-RXN-206|TRANS-RXN-207|RXN-8478|RXN-8482|RXN-7632|RXN66-141|RXN66-144|RXN66-146|RXN3O-130|RXN66-306|RXN66-319|RXN66-303|RXN66-304|RXN66-314|RXN66-321|RXN66-28|RXN66-10|RXN66-11|RXN66-12|RXN66-14|RXN66-19|RXN66-24|AMINO-CARBOXYMUCONATE-SEMIALDEHYDE-RXN|2-AMINOMUCONATE-REDUCTASE-RXN|RXN-8665|RXN-10724|RXN-9829|RXN1F-143|RXN-5881|RXN-6545|RXN-7621|RXN1F-166|RXN1F-160|1.14.13.79-RXN|RXN-5242|1.14.13.78-RXN|RXN-2761|RXN-2541|METHYLASPARTATE-MUTASE-RXN|RXN-3521|UDP-GLUCURONATE-DECARBOXYLASE-RXN|4.1.1.80-RXN|RXN-7704|PHENYLPYRUVATE-DECARBOXYLASE-RXN|RXN-712|RXN-715|RXN-718|RXN-720|RXN-773|RXN-774|RXN-776|RXN-777|RXN-778|RXN-4225|RXN-4228|RXN-4231|RXN-4230|R543-RXN|R546-RXN|RXN-8457|RXN-7774|RXNI-3|RXN-8963|RXN-9087|FHLMULTI-RXN|RXN-9928|RXN-10067|CITRULLINASE-RXN|PRDABST-RXN|RXN-8947|RXN-8891|R128-RXN|R62-RXN|R63-RXN|4.3.1.4-RXN|RXN-10057|RIBOFLAVIN-SYN-RXN|1.8.4.9-RXN|RXN3O-1380|TRANS-RXN54L-4384|TRANS-RXN54L-4266|TRANS-RXN54L-4121|TRANS-RXN54L-4106|TRANS-RXN54L-4097|TRANS-RXN54L-3899|TRANS-RXN54L-3454|TRANS-RXN54L-3333|TRANS-RXN54L-3223|TRANS-RXN54L-3170|TRANS-RXN54L-3158|TRANS-RXN54L-3153|TRANS-RXN54L-3137|TRANS-RXN54L-3132|TRANS-RXN54L-3114|TRANS-RXN54L-3059|TRANS-RXN54L-3047|TRANS-RXN54L-3027|TRANS-RXN54L-2983|TRANS-RXN54L-2965|TRANS-RXN54L-2954|TRANS-RXN54L-2939|TRANS-RXN54L-2930|TRANS-RXN54L-2902|TRANS-RXN54L-3376|RXN-8854|ICOSANOYL-COA-SYNTHASE-RXN|PARATHION-NITRO-REDUCT-RXN|RXN0-5266|RXN0-5268|TRANS-RXN0-237|RXN0-5265|RXN-6269|RXN-6271|FATTY-ACYL-COA-SYNTHASE-RXN|NITROGENASE-RXN|TRANS-RXN0-234|RXN0-5253|RXN0-5254|RXN0-5330|RXN0-5261|RXN0-5245|3.6.3.10-RXN|SUPEROX-DISMUT-RXN|RXN-7706|1.14.19.1-RXN|NADPH--FERRIHEMOPROTEIN-REDUCTASE-RXN|RXN0-1461|FATTY-ACID-SYNTHASE-RXN|RXN0-5259|RXN0-5257|RXN0-1483|ACETYL-COA-CARBOXYLTRANSFER-RXN|3.6.3.14-RXN|3.6.3.6-RXN|RXN0-5267|RXN0-5248|RXN0-5244|NADH-DEHYDROG-A-RXN	H+
927	TRANS-RXN54L-6150|TRANS-RXN54L-4237|TRANS-RXN54L-3129|TRANS-RXN54L-3105|TRANS-RXN54L-3059|TRANS-RXN54L-2975|TRANS-RXN54L-2945|TRANS-RXN54L-2939|TRANS-RXN54L-3211|3.6.3.9-RXN	Na+
928	2.1.1.19-RXN	trimethyl sulfonium
929		trans-3-hydroxycotinine-glucuronide
930	RXN-7812	phlorisobutyrophenone
931	RXN-4541	cis-zeatin riboside
932	RXN-4542	cis-zeatin riboside monophosphate
933	RXN-7811	phlorisovalerophenone
934	RXN66-162	trans-3'-hydroxycotinine
935	RXN-4735|RXN-4734|RXN-4733	cis-zeatin
936	RXN66-104	norcotinine
937		gomphrenin I
938	RXN-8567|RXN-8478|RXN-8482|RXN-8486	betalamic acid
939	RXN-9317|RXN-9319	harmalol
940		miraxanthin V
941		betanidin quinone
942	RXN-9320	harmol
943	RXN-8461	4,5-seco-dopa
944	RXN-8478|RXN-8481	cyclo-dopa
945	RXN-9318	harmaline
946	RXN-8482	cyclo-dopa 5-O-glucoside
947	RXN-8479|RXN-8480|RXN-8635	betanidin
948	RXN66-61|RXN66-82|RXN66-101|RXN66-146|RXN66-81|RXN66-83	nicotine
949		harmine
950		betanin
951		betaxanthin
952		kievitone
953		(-)-medicarpin
954	STREPTOMYCIN-6-KINASE-RXN	streptomycin
955		(5R)-carbapenem
956	1.14.20.1-RXN	penicillin N
957		penicillin K
958	RXN-8809|5.1.1.17-RXN	isopenicillin N
959	1.14.11.26-RXN	deacetoxycephalosporin C
960	RXN-8812	7-&alpha;-hydroxy-O-carbamoyl-deacetylcephalosporin C
961		cephalosporin-C
962	RXN-8811	O-carbamoyl-deacetylcephalosporin C
963	2.3.1.175-RXN|RXN-8810	deacetylcephalosporin-C
964		cephamycin C
965		hyperforin
966	RXN-7810	4-prenylphlorisovalerophenone
967	RXN-7809|RXN-9135	diprenylphlorisobutyrophenone
968	RXN-7807	diprenylphlorisovalerophenone
969		humulone
970		cohumulone
971	2.5.1.41-RXN|1.1.1.261-RXN	sn-glycerol-1-phosphate
972	RXN-10462|RXN-9927|TRANS-RXN54L-4027|RXN-9591|PHOSPHAGLYPSYN-RXN|GLYC3PDEHYDROGBIOSYN-RXN|GLYCEROL-3-P-ACYLTRANSFER-RXN|RXN-1381|1.1.1.8-RXN|GLYC3PDEHYDROG-RXN|GLYCEROL-3-PHOSPHATE-DEHYDROGENASE-RXN|RXN-6841|RXN0-5258|RXN0-5260	sn-glycerol-3-phosphate
973		L-1-glycero-3-phosphocholine
974	RXN-9599	a diamine
975	RXN-8899	2-aminoacrylate
976	AGMATIN-RXN|AGMATINE-DEIMINASE-RXN	agmatine
977	RXN-8244	N-methylputrescine
978	AMINOBUTDEHYDROG-RXN|RXN-6423	4-aminobutanal
979	RXN-6424	1-(3-aminopropyl)-4-aminobutanal
980	PUTTRANSAM-RXN|RXN0-3901|RXN-0|SPERMIDINESYN-RXN	putrescine
981	RXN-6421|RXN-9015	spermine
982		aminopropylcadaverine
983	RXN0-5217	cadaverine
984	SPERMIDINE-DEHYDROGENASE-RXN|2.5.1.46-RXN|SPERMINE-SYNTHASE-RXN	spermidine
985	RXN-1	N-acetylputrescine
986		calcitriol
987	RXN-716	cathasterone
988	RXN-709|RXN-4225	campesterol
989	RXN-712|RXN-4230	(5&alpha;)-campestan-3-one
990	RXN-4226	(22&alpha;)-hydroxy-campesterol
991	RXN-719	typhasterol
992	RXN-774	6-deoxocathasterone
993	RXN-4229	(22&alpha;)-hydroxy-campest-4-en-3-one
994	RXN-778	6-deoxocastasterone
995	RXN-4231|RXN-711	campest-4-en-3-one
996	RXN-718	3-dehydroteasterone
997	RXN-714	(6&alpha;)-hydroxycampestanol
998	RXN-4228	(22&alpha;)-hydroxy-5&alpha;-campestan-3-one
999	RXN-779	6&alpha;-hydroxy-castasterone
1000	RXN-715	6-oxocampestanol
1001	RXN-775	6-deoxoteasterone
1002	RXN-713|RXN-773	campestanol
1003	RXN-777|RXN-4241	6-deoxotyphasterol
1004	RXN-720	castasterone
1005	RXN-776	3-dehydro-6-deoxoteasterone
1006		brassinolide
1007	RXN-717	teasterone
1008		estrone
1009	ESTRADIOL-17-BETA-DEHYDROGENASE-RXN	estradiol-17&beta;
1010	TESTOSTERONE-17-BETA-DEHYDROGENASE-RXN|1.1.1.239-RXN	testosterone
1011		20-hydroxyecdysone
1012	ECDYSONE-OXIDASE-RXN|ECDYSONE-20-MONOOXYGENASE-RXN	ecdysone
1013		ethylene
1014	RXN-4723|RXN-4722|RXN-4721	trans-zeatin
1015	RXN-4728|RXN-4727	isopentenyladenine
1016	RXN-4732|RXN-4731	kinetin
1017	RXN-4730|RXN-4729	benzyladenine
1018	RXN-4726|RXN-4725|RXN-4724	dihydrozeatin
1019		dihydrozeatin-O-glucoside
1020		benzyladenine-7-N-glucoside
1021		isopentenyladenine-7-N-glucoside
1022		kinetin-7-N-glucoside
1023	RXN-4737	dihydrozeatin-9-N-glucoside
1024		cis-zeatin-O-glucoside
1025	RXN-4736	trans-zeatin-O-glucoside
1026		kinetin-9-N-glucoside
1027		trans-zeatin-O-glucoside-7-N-glucoside
1028		cis-zeatin-9-N-glucoside
1029		isopentenyladenine-9-N-glucoside
1030		dihydrozeatin-7-N-dihydrozeatin
1031		benzyladenine-9-N-glucoside
1032		trans-zeatin-9-N-glucoside
1033		dihydrozeatin-9-N-glucoside-O-glucoside
1034		cis-zeatin-7-N-glucoside
1035	RXN-5421	indole-3-acetate
1036	1.2.1.27-RXN	methylmalonate-semialdehyde
1037		&alpha;-glucose-1,6-bisphosphate
1038	RXN-8748	ethylphosphate
1039	2-OCTAPRENYLPHENOL-HYDROX-RXN	2-octaprenylphenol
1040	QUINOLINATE-SYNTHA-RXN	&alpha;-iminosuccinate
1041	RXN0-5289|TSA-REDUCT-RXN|GLYCERATE-DEHYDROGENASE-RXN|HYDROXYPYRUVATE-REDUCTASE-RXN|GKI-RXN|GLY3KIN-RXN|RXN0-300	D-glycerate
1042		1,3-diphosphateglycerate
1043	RXN0-2522	mannosylglycerate
1044	2PGADEHYDRAT-RXN	2-phosphoglycerate
1045	3PGAREARR-RXN|PGLYCDEHYDROG-RXN|PHOSGLYPHOS-RXN	3-phosphoglycerate
1046	NITRITREDUCT-RXN|RXN-8888	ammonium hydroxide
1047	TRANS-RXN54L-3454	KCl
1048		a 3-oxo-acyl-CoA
1049		2-amino-3-carboxymuconate semialdehyde
1050	TRANS-RXN54L-2957	oligopeptide
1051	CARNITINE-O-OCTANOYLTRANSFERASE-RXN	octanoyl-CoA
1052	325-BISPHOSPHATE-NUCLEOTIDASE-RXN	adenosine-3',5'-bisphosphate
1053	PECTINESTERASE-RXN	pectin
1054	LEUKOTRIENE-A4-HYDROLASE-RXN	leukotriene-A4
1055	RXN-5445|RXN-5442	an oxidized acceptor
1056		chitosan
1057		aldose
1058	RXN-8175|SULFITE-REDUCT-RXN|ACETYLHOMOSER-CYS-RXN|SULFITE-REDUCTASE-RXN|SULFITE-REDUCTASE-FERREDOXIN-RXN|ACSERLY-RXN	hydrogen sulfide
1059	CATECHOL-23-DIOXYGENASE-RXN|RXN-8905|RXN-8915|RXN-8910|RXN0-299|FESGSHTHIO-RXN|BENZOATE-12-DIOXYGENASE-RXN|CATECHOL-12-DIOXYGENASE-RXN|PROTOCATECHUATE-34-DIOXYGENASE-RXN|4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN|1.14.12.1-RXN|RXN-7585|RXN-7586|1.13.11.9-RXN|RXN-7573|L-LYSINE-OXIDASE-RXN|LYSINE-2-MONOOXYGENASE-RXN|RXN-8719|RXN-8720|RXN-5063|RXN-5064|RXN-5082|RXN-9636|RXN-9638|RXN-9642|ISOFLAVONE-2-HYDROXYLASE-RXN|RXN-3763|RXN-3765|RXN-3762|1.21.3.1-RXN|1.14.20.1-RXN|1.14.11.26-RXN|RXN-7903|1.14.18.2-RXN|L-ASPARTATE-OXID-RXN|RXN-9669|TRANS-CINNAMATE-4-MONOOXYGENASE-RXN|RXN-1103|RXN-1063|NARINGENIN-3-DIOXYGENASE-RXN|RXN-1142|RXN-2581|1.14.13.36-RXN|RXN0-3921|RXN-8707|RXN-8197|1.14.13.74-RXN|1.3.3.9-RXN|RXN-4521|RXN-10716|RXN0-5473|TRYPTOPHAN-2-MONOOXYGENASE-RXN|INDOLE-3-ACETALDEHYDE-OXIDASE-RXN|RXN-1402|RXN-1405|TRANS-CINNAMATE-2-MONOOXYGENASE-RXN|RXN-8771|1.2.3.13-RXN|RXN-7630|RXN-7631|RXN-7628|RXN-7629|1.14.13.71-RXN|RXN-5861|R147-RXN|RXN-8383|RXN-8386|RXN-8387|RXN-7809|RXN-7807|RXN-8082|RXN-8085|RXN-8083|RXN-8084|CHOLESTEROL-7-ALPHA-MONOOXYGENASE-RXN|1.14.13.95-RXN|CHOLESTANETRIOL-26-MONOOXYGENASE-RXN|RXN-9842|RXN-9226|RXN-9228|RXN-9286|RXN-9234|RXN-9236|RXN-9279|RXN-9241|RXN-9243|RXN-9278|OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-RXN|2-OCTAPRENYL-6-METHOXYPHENOL-HYDROX-RXN|RXN-9277|2-OCTAPRENYLPHENOL-HYDROX-RXN|RXN3O-58|RXN3O-12|RXN3O-75|SARCOX-RXN|RXN-5284|RXN-5283|RXN-5282|RXN66-161|RXN66-163|RXN66-169|RXN66-170|RXN-8088|1.2.3.14-RXN|RXN66-2|RXN-6421|RXN-9015|RXN-5921|RXN-5402|RXN-5421|RXN-5423|TRYPTOPHAN-2-DIOXYGENASE-RXN|RXN-5422|RXN-4444|RXN-4465|ALKANE-1-MONOOXYGENASE-RXN|RXN-8820|RXN-8821|RXN-8823|PSII-RXN|RXN66-146|RXN3O-130|RXN66-303|RXN66-304|RXN66-305|RXN66-26|SQUALENE-MONOOXYGENASE-RXN|RXN66-11|RXN66-12|RXN66-13|1.14.21.6-RXN|RXN-8665|RXN-10724|RXN-9829|RXN-6523|RXN-6541|RXN1F-165|RXN1F-143|RXN1F-170|RXN-6524|RXN-6544|RXN-6522|RXN-6549|RXN-7617|RXN-6545|RXN-7621|RXN1F-161|RXN-7634|RXN-7625|RXN1F-166|RXN1F-160|1.14.13.79-RXN|RXN-7580|RXN-5242|1.14.13.78-RXN|METHANOL-OXIDASE-RXN|RXN-961|RXN-713|RXN-715|RXN-716|RXN-719|RXN-720|RXN-773|RXN-774|RXN-777|RXN-778|RXN-4241|RXN-4225|RXN-4231|RXN-4230|R541-RXN|R543-RXN|R546-RXN|RXN-6884|RXN-8949|RXN-9600|RXN-9599|RXN-8244|RXN-6381|RXN-9597|RXN-1401|AMINEOXID-RXN|AMACETOXID-RXN|RXN3O-1380|TRANS-RXN54L-3178|THIOL-OXIDASE-RXN|RXN-9598|RXN1F-99|RXN1F-169|RXN1F-168|RXN1F-167|RXN1F-164|RXN1F-163|RXN1F-162|RXN1F-101|RXN-7624|RXN-7619|RXN-7591|RXN-7590|RXN-7589|1.14.19.3-RXN|RXN-9601|L-GULONOLACTONE-OXIDASE-RXN|RXN0-5266|RXN0-5268|RXN0-5265|RXN-9259|RXN0-5364|CALCIDIOL-1-MONOOXYGENASE-RXN|ALDEHYDE-OXIDASE-RXN|RXN-8092|RXN-8093|RXN-8094|RXN66-62|PYRIDOXAL-OXIDASE-RXN|1.14.13.72-RXN|RXN-6269|RXN-6271|RXN66-15|RXN66-16|RXN66-17|RXN66-20|RXN66-21|RXN66-22|RXN66-310|RXN66-311|RXN66-312|RXN66-315|RXN66-316|RXN66-317|ECDYSONE-OXIDASE-RXN|SULFITE-OXIDASE-RXN|ARGININE-2-MONOOXYGENASE-RXN|ETHYL-RXN|HYDROXYPRODEHYDROG-RXN|RXN-8460|DIHYDROOROTOX-RXN|BETA-CAROTENE-1515-DIOXYGENASE-RXN|XANTHINE-OXIDASE-RXN|DEOXYHYPUSINE-MONOOXYGENASE-RXN|HEME-OXYGENASE-DECYCLIZING-RXN|TRIMETHYLLYSINE-DIOXYGENASE-RXN|RXN-3541|L-ASCORBATE-OXIDASE-RXN|PNPOXI-RXN|PMPOXI-RXN|ECDYSONE-20-MONOOXYGENASE-RXN|RXN-1|AMINE-OXIDASE-FLAVIN-CONTAINING-RXN|TRYPTOPHAN-5-MONOOXYGENASE-RXN|PHENYLALANINE-4-MONOOXYGENASE-RXN|4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN|RXN-7141|RXN6666-4|RXN-4121|TYROSINE-3-MONOOXYGENASE-RXN|TRYPTOPHAN-23-DIOXYGENASE-RXN|1.13.11.6-RXN|AMINEPHEN-RXN|RXN-8990|KYNURENINE-3-MONOOXYGENASE-RXN|MONOPHENOL-MONOOXYGENASE-RXN|PEPTIDYLGLYCINE-MONOOXYGENASE-RXN|1.14.11.1-RXN|PEPTIDE-ASPARTATE-BETA-DIOXYGENASE-RXN|CYSTEINE-DIOXYGENASE-RXN|PROTEIN-LYSINE-6-OXIDASE-RXN|DOPAMINE-BETA-MONOOXYGENASE-RXN|RXN66-81|1.14.13.8-RXN|RXN-8661|RXN-8660|RXN-969|S-2-HYDROXY-ACID-OXIDASE-RXN|LACCASE-RXN|1.14.19.1-RXN|URATE-OXIDASE-RXN|NITRIC-OXIDE-SYNTHASE-RXN|RXN0-1461|ACYL-COA-OXIDASE-RXN|PROTOPORGENOXI-RXN|D-ASPARTATE-OXIDASE-RXN|D-AMINO-ACID-OXIDASE-RXN|RXN0-1483|HOMOGENTISATE-12-DIOXYGENASE-RXN|CYTOCHROME-C-OXIDASE-RXN|PROCOLLAGEN-LYSINE-5-DIOXYGENASE-RXN|1.14.11.2-RXN	oxygen
1060	2.8.1.8-RXN	S0
1061	RXN-9754	2-hydroxy-4-methylthiobutanoate
1062	RXN-8898	alliin
1063	RXN-7706	3-methylthiopropanal
1064	RXN-8902	thioacrolein
1065		3-vinyl-[4H]-1,2-dithin
1066		3-mercaptopropionate
1067	RXN-8916	ethiin
1068		methionol
1069	RXN-9755	dimethylsulfonio-2-hydroxybutyrate
1070		dimethylsulfide
1071	RXN-8900	allylsulfenate
1072		2-vinyl-[4H]-1,3-dithin
1073	RXN-8909	isoalliin
1074	1.20.4.2-RXN|RXN-9157|PRODISULFREDUCT-A-RXN|1.8.5.1-RXN|1.11.1.12-RXN|GLUTATHIONE-REDUCT-NADPH-RXN|GSHTRAN-RXN|GST-RXN|GLUTATHIONE-PEROXIDASE-RXN	glutathione
1075	RXN-2961|RXN-2962	S-hydroxymethylglutathione
1076	GLYOXII-RXN|GLYOXI-RXN	S-lactoyl-glutathione
1077	THI-P-SYN-RXN	4-methyl-5-(&beta;-hydroxyethyl)thiazole phosphate
1078		dithiothreitol
1079	RXN-9737|RXN-9738	3-S-methylthiopropionate
1080		methanethiol
1081		cysteamine
1082		thiocyanate
1083		ethylsulfenate
1084	RXN-8911|RXN-8912	1-propenylsulfenate
1085	MTAMBARKMULTI-RXN	coenzyme M
1086	TAURINE-AMINOTRANSFERASE-RXN|TAURINE-DEHYDROGENASE-RXN|RXN0-299|RXN-2301|RXN-9800|RXN-9852	taurine
1087		sulfoacetaldehyde
1088		propanethiol S-oxide
1089	RXN-8901	allicin
1090		thiosulfinate
1091		nitric oxide
1092	RXN-3522|RXN-3523	monodehydroascorbate
1093		benzosemiquinone
1094	RXN-9241	2-nonaprenyl-6-methoxyphenol
1095	RXN-9226	2-heptaprenyl-6-methoxyphenol
1096	RXN-9234	2-decaprenyl-6-methoxyphenol
1097	2-OCTAPRENYL-6-METHOXYPHENOL-HYDROX-RXN	2-octaprenyl-6-methoxyphenol
1098	DTDPDEHYDRHAMEPIM-RXN|RFFTRANS-RXN|RXN-5461	dTDP-4-dehydro-6-deoxy-D-glucose
1099	GST-RXN	1-chloro-2,4-dinitrobenzene
1100		2,4-dinitrophenyl-S-glutathione
1101	RXN-8746	paraoxon
1102	4-NITROPHENYLPHOSPHATASE-RXN	4-nitrophenyl phosphate
1103	RXN-8441|RIBOSYLNICOTINAMIDE-KINASE-RXN	nicotinamide riboside
1104	KETOLACTOSE-RXN	3'-ketolactose
1105		UDP-D-galacto-1,4-furanose
1106	UDPACYLGLCNACDEACETYL-RXN	UDP-3-O-(3-hydroxymyristoyl)-N-acetylglucosamine
1107	LIPIDADISACCHARIDESYNTH-RXN|LIPIDXSYNTHESIS-RXN	UDP-2,3-bis(3-hydroxymyristoyl)glucosamine
1108	6.3.2.10-RXN	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysine
1109	UDP-NACMURALA-GLU-LIG-RXN	UDP-N-acetylmuramoyl-L-alanine
1110		UDP-GlcNAc-enolpyruvate
1111	UDPMANNACADEHYDROG-RXN	UDP-N-acetyl-D-mannosamine
1112	UDP-GLUCURONATE-DECARBOXYLASE-RXN|RXN3DJ-64|2.4.1.225-RXN|2.4.1.135-RXN|RXN-8086|RXN-9000|RXN66-162|RXN66-168|RXN66-83|UDP-GLUCURONOSYLTRANSFERASE-RXN	UDP-D-glucuronate
1113	RXN0-5124|GALPMUT-RXN|RXN-9001|RXN-9004|TRANS-RXN54L-6187|2.4.1.151-RXN|2.4.1.37-RXN|2.4.1.133-RXN|2.4.1.45-RXN|2.4.1.122-RXN	UDP-galactose
1114	RXN-8972|6.3.2.7-RXN|UDP-NACMURALGLDAPLIG-RXN	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate
1115	UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN	UDP-3-O-(3-hydroxymyristoyl)glucosamine
1116	UDPNACETYLMURAMATEDEHYDROG-RXN|UDP-NACMUR-ALA-LIG-RXN	UDP-N-acetylmuramate
1117	UDPNACETYLGLUCOSAMACYLTRANS-RXN|GLCNACPTRANS-RXN|UDPGLCNACEPIM-RXN|RXN-9672|RXN-8976|UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN|NACGLCTRANS-RXN|RXN-9987|TRANS-RXN54L-4349|UDP-N-ACETYLGLUCOSAMINE-4-EPIMERASE-RXN|RXN-7869|2.4.1.143-RXN|CHITIN-SYNTHASE-RXN|2.4.1.145-RXN|RXN-7873|2.4.1.141-RXN|2.4.1.223-RXN|2.4.1.224-RXN|2.4.1.198-RXN|2.4.1.101-RXN|2.4.1.150-RXN|2.4.1.149-RXN|2.7.8.15-RXN|2.4.1.144-RXN|RXN-7871	UDP-N-acetyl-D-glucosamine
1118	2.4.2.38-RXN	UDP-D-xylose
1119	RXN-8975	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine
1120	PHOSNACMURPENTATRANS-RXN	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminoheptanedioate- D-alanyl-D-alanine
1121	UDPMANACATRANS-RXN	UDP-N-acetyl-&beta;-D-mannosaminouronate
1122	UDP-NACMURALGLDAPAALIG-RXN	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelate
1123	RXN-761|GLYCOGENSYN-RXN	ADP-D-glucose
1124		ADP ribose 1'',2''-phosphate
1125		ADP-ribose
1126	DTDPGLUCDEHYDRAT-RXN	dTDP-D-glucose
1127	2.4.1.36-RXN	GDP-D-glucose
1128	RXN-9469	CDP-D-glucose
1129		dTDP-4-dehydro-6-deoxy-L-mannose
1130	RXN-9467|DTDPDEHYRHAMREDUCT-RXN	dTDP-&alpha;-L-rhamnose
1131	FUC4NACTRANS-RXN	dTDP-4-acetamido-4,6-dideoxy-D-galactose
1132		GDP-L-colitose
1133	RXN-9839	GDP-guluronate
1134	RXNQT-4141	GDP-L-galactose
1135	ALGINATE-SYNTHASE-RXN|RXN-9839	GDP-mannuronate
