475	Glucosinolates Degradation	GLUCOSINOLATE-DEG	9
476	Caffeine Degradation	CAFFEINE	9
477	Sugar Alcohols Degradation	SUGAR-ALCOHOLS-DEG	9
478	Cyclitols Degradation	CYCLITOLS-DEG	9
479	Phytate Degradation	Phytate-Degradation	9
480	Heme Compounds Degradation	Heme-Degradation	9
481	Chlorophyll a Degradation	Chlorophyll-A-Degradation	9
482	CO2 Fixation	CO2-Fixation	9
483	Formaldehyde Assimilation	Formaldehyde-Assimilation	9
484	Methanol Oxidation	Methanol-Oxidation	9
485	Formaldehyde Oxidation	Formaldehyde-Oxidation	9
486	methane oxidation to methanol	Methane-Oxidation	9
487	Autotrophic CO2 Fixation	Autotrophic-CO2-Fixation	9
488	Reductive TCA Cycles	Reductive-TCA-Cycles	9
489	Lactaldehyde Degradation	Lactaldehyde-Degradation	9
490	Cholesterol Degradation	Cholesterol-Degradation	9
491	Acrylonitrile Degradation	Acrylonitrile-Degradation	9
492	Nicotine Degradation	Nicotine-Degradation	9
493	Carbon Disulfide Degradation	Carbon-disulfide-degradation	9
494	Thiocyanate Degradation	Thiocyanate-Degradation	9
495	Chemoautotrophic Energy Metabolism	CHEMOAUTOTROPHIC-ENERGY-METABOLISM	9
496	TCA cycle	TCA-VARIANTS	9
497		Photosynthesis	9
498	Other	OTHER-ENERGY	9
499	Hydrogen Production	Hydrogen-Production	9
500		Fermentation	9
501	Acetyl-CoA Biosynthesis	Acetyl-CoA-Biosynthesis	9
502	Pentose Phosphate Pathways	Pentose-Phosphate-Cycle	9
503	Glycolysis	GLYCOLYSIS-VARIANTS	9
504		Respiration	9
505	Electron Transfer	Electron-Transfer	9
506	Hydrogen Oxidation	Hydrogen-Oxidation	9
507	Pyruvate Fermentation	Pyruvate-Degradation	9
508	Butanediol Biosynthesis	Butanediol-Biosynthesis	9
509	Acetoin Biosynthesis	Acetoin-Biosynthesis	9
510	Acetyl-CoA Fermentation to Butyrate	Acetyl-CoA-Butyrate	9
511	Anaerobic Respiration	ANAEROBIC-RESPIRATION	9
512	Aerobic Respiration	AEROBIC-RESPIRATION	9
513	Methanogenesis	METHANOGENESIS	9
514	Tetrathionate Oxidation	Tetrathionate-Oxidation	9
515	Nucleosides and Nucleotides Biosynthesis	Nucleotide-Biosynthesis	9
516	Cofactors, Prosthetic Groups, Electron Carriers Biosynthesis	Cofactor-Biosynthesis	9
517	Fatty Acid and Lipid Biosynthesis	Lipid-Biosynthesis	9
518	Aromatic Compounds Biosynthesis	AROMATIC-COMPOUNDS-BIOSYN	9
519	Metabolic Regulators Biosynthesis	Metabolic-Regulators	9
520	Amines and Polyamines Biosynthesis	Polyamine-Biosynthesis	9
521	Hormones Biosynthesis	HORMONE-SYN	9
522	Aminoacyl-tRNA Charging	Aminoacyl-tRNAs-Charging	9
523	Other Biosynthesis	Other-biosynthesis	9
524	Siderophore Biosynthesis	Siderophores-Biosynthesis	9
525	Cell Structures Biosynthesis	Cell-Structure-Biosynthesis	9
526	Amino Acids Biosynthesis	Amino-Acid-Biosynthesis	9
527	Secondary Metabolites Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	9
528	Carbohydrates Biosynthesis	Carbohydrates-Biosynthesis	9
529	Storage Compounds Biosynthesis	Storage-Compounds-Biosynthesis	9
530	Purine Nucleotide Biosynthesis	PUR-NUC-SYN	9
531	Nucleic Acid Processing	Nucleic-Acid-Processing	9
532	2'-Deoxyribonucleotides Biosynthesis	Deoxyribonucleotide-Biosynthesis	9
533	Pyrimidine Nucleotide Biosynthesis	PYR-NUC-SYN	9
534	Purine Nucleotide Salvage	Purine-Nucleotides-Salvage	9
535	5-Aminoimidazole Ribonucleotide Biosynthesis	AIR-Biosynthesis	9
536	Purine Nucleotides De Novo Biosynthesis	Purine-Nucleotide-De-Novo-Biosynthesis	9
537	Adenine and Adenosine Salvage	Adenine-Adenosine-Salvage	9
538	Guanine and Guanosine Salvage	Guanine-Guanosine-Salvage	9
539	Purine Riboucleotides De Novo Biosynthesis	Purine-Ribonuc-De-Novo-Biosynthesis	9
540	Purine Deoxyribonucleotides De Novo Biosynthesis	Purine-Deoxyribonuc-De-Novo-Biosynthesis	9
541	Inosine-5'-phosphate Biosynthesis	IMP-Biosynthesis	9
542	Guanosine Deoxyribonucleotides De Novo Biosynthesis	Guanosine-Deoxy-Denovo-Biosynthesis	9
543	Adenosine Deoxyribonucleotides De Novo Biosynthesis	Adenosine-Deoxy-Denovo-Bbiosynthesis	9
544	Pyrimidine Deoxyribonucleotides De Novo Biosynthesis	Pyrimid-Deoxyribonucleot-De-Novo-Biosyn	9
545	Pyrimidine Nucleotides Salvage	Pyrimidine-Nucleotide-Salvage	9
546	Pyrimidine Nucleotides De Novo Biosynthesis	Pyrimidine-De-Novo-Biosyn	9
547	Pyrimidine Ribonucleotides De Novo Biosynthesis	Pyrimid-Ribonucleot-De-Novo-Biosyn	9
548	cob(II)yrinate a,c-diamide biosynthesis	Cobyrinate-diamide-Biosynthesis	9
549	Polyprenyl Biosynthesis	Polyprenyl-Biosynthesis	9
550	Vitamins Biosynthesis	Vitamin-Biosynthesis	9
551	Coenzyme A Biosynthesis	CoA-Biosynthesis	9
552	Tetrahydrobiopterin Biosynthesis	Tetrahydrobiopterin-Biosynthesis	9
553	Porphyrin Compounds Biosynthesis	Porphyrin-Compounds-Biosynthesis	9
554	Quinol and Quinone Biosynthesis	Quinone-Biosynthesis	9
555	Molybdenum Cofactor Biosynthesis	Molybdenum-Cofactor-Biosynthesis	9
556	Lipoate Biosynthesis	Lipoate-Biosynthesis	9
557	Coenzyme M Biosynthesis	Coenzyme-M-Biosynthesis	9
558	NAD Metabolism	NAD-Metabolism	9
559	Reductants Biosynthesis	Reductants	9
560	Tetrapyrrole Biosynthesis	Tetrapyrrole-Biosynthesis	9
561		All-Trans-Farnesyl-PP-Biosynthesis	9
562	Geranylgeranyl Diphosphate Biosynthesis	GGPP-Biosynthesis	9
563	Thiamin Biosynthesis	Thiamine-Biosynthesis	9
564	Cobalamin Biosynthesis	Cobalamin-Biosynthesis	9
565	Vitamin B6 Biosynthesis	Vitamin-B6-Biosynthesis	9
566	Folate Biosynthesis	Folate-Biosynthesis	9
567	Flavin Biosynthesis	Flavin-Biosynthesis	9
568	Biotin Biosynthesis	BIOTIN-SYN	9
569	Pantothenate Biosynthesis	Pantothenate-Biosynthesis	9
570	Ascorbate Biosynthesis	Ascorbate-Biosynthesis	9
571	Vitamin A Biosynthesis	Vitamin-A-Biosynthesis	9
572	Thiamin Salvage	Thiamin-Salvage	9
573	aminopropanol phosphate biosynthesis	Aminopropanol-Phosphate-Biosynthesis	9
574	Adenosylcobalamin Biosynthesis	Adenosylcobalamin-Biosynthesis	9
575	6-Hydroxymethyl-Dihydropterin Diphosphate Biosynthesis	6-HM-Dihydropterin-PP-Biosynthesis	9
576	7-Keto,8-aminopelargonate Biosynthesis	7-Keto-8-aminopelargonate-Biosynthesis	9
577	Visual Cycles	Visual-Cycle	9
578	Chlorophyll Biosynthesis	Chlorophyll-Biosynthesis	9
579	Heme Biosynthesis	HEME-SYN	9
580	Chlorophyll a Biosynthesis	Chlorophyll-a-Biosynthesis	9
581	Chlorophyllide a Biosynthesis	Chlorophyllide-a-Biosynthesis	9
582	1,4-Dihydroxy-2-Naphthoate Biosynthesis	DHNA-Biosynthesis	9
583	Phylloquinol Biosynthesis	Phylloquinone-Biosynthesis	9
584	Demethylmenaquinol Biosynthesis	Demethylmenaquinone-Biosynthesis	9
585	1,4-dihydroxy-6-naphthoate biosynthesis	14-Dihydroxy-6-Naphthoate-Biosynthesis	9
586	Plastoquinol Biosynthesis	Plastoquinone-Biosynthesis	9
587	Rhodoquinone Biosynthesis	Rhodoquinone-Biosynthesis	9
588	Ubiquinol Biosynthesis	Ubiquinone-Biosynthesis	9
589	Menaquinol Biosynthesis	Menaquinone-Biosynthesis	9
590	Demethylmenaquinol-6 Biosynthesis	Demethylmenaquinol-6-Biosynthesis	9
591	Demethylmenaquinol-8 Biosynthesis	Demethylmenaquinol-8-Biosynthesis	9
592	NAD Biosynthesis	NAD-SYN	9
593	Fatty Acid Biosynthesis	Fatty-acid-biosynthesis	9
594	Kdo Transfer to Lipid IVA	KDO-Lipid-IV-Transfer	9
595	Phospholipid Biosynthesis	Phospholipid-Biosynthesis	9
596	Sterol Biosynthesis	Sterol-Biosynthesis	9
597	Sphingolipid Biosynthesis	Sphingolipid-Biosynthesis	9
598	Choline Biosynthesis	Choline-Biosynthesis	9
599	Palmitate Biosynthesis	Palmitate-Biosynthesis	9
600	Cyclopropane Fatty Acids Biosynthesis	Cyclopropane-fatty-acid-biosyn	9
601	Stearate Biosynthesis	Stearate-Biosynthesis	9
602	Epoxylated Fatty Acids Biosynthesis	Epoxy-Fatty-Acids-Biosynthesis	9
603	Unsaturated Fatty Acid Biosynthesis	Unsaturated-Fatty-Acids-Biosynthesis	9
604	Hydroxylated Fatty Acids Biosynthesis	Hydroxy-Fatty-Acids-Biosynthesis	9
605	Vernolate Biosynthesis	Vernolate-Biosynthesis	9
606	&gamma;-Linolenate Biosynthesis	Gamma-linolenate-Biosynthesis	9
607	Oleate Biosynthesis	Oleate-Biosynthesis	9
608	Linoleate Biosynthesis	Linoleate-Biosynthesis	9
609	Palmitoleate Biosynthesis	Palmitoleate-Biosynthesis	9
610	Polyunsaturated Fatty Acid Biosynthesis	PUFA-Biosynthesis	9
611	Fatty Acids Containing acetylenic bond Biosynthesis	Acetlyylenic-Fatty-Acid-Biosynthesis	9
612	&alpha;-Linolenate Biosynthesis	Alpha-Linolenate-Biosynthesis	9
613	Icosapentaenoate Biosynthesis	Eicosapentaenoate-Biosynthesis	9
614	Conjugated Fatty Acid Biosynthesis	Conjugated-Fatty-Acid-Biosynthesis	9
615	Docosahexaenoate Biosynthesis	Docosahexaenoate-Biosynthesis	9
616	Arachidonate Biosynthesis	Arachidonate-Biosynthesis	9
617	CDP-diacylglycerol Biosynthesis	CDP-diacylglycerol-Biosynthesis	9
618	Phosphatidylglycerol Biosynthesis	PhosphatidylglycerolBiosynthesis	9
619	Phosphatidylcholine Biosynthesis	PhosphatidylcholineBiosynthesis	9
620	Cardiolipin Biosynthesis	Cardiolipin-Biosynthesis	9
621	Phosphatidylethanolamine Biosynthesis	PhosphatidylethanolamineBiosynthesis	9
622	Phosphatidylinositol Biosynthesis	Phosphatidylinositol-Biosynthesis	9
623	Ergosterol Biosynthesis	Ergosterol-Biosynthesis	9
624	Chorismate Biosynthesis	Chorismate-Biosynthesis	9
625	3-Dehydroquinate Biosynthesis	3-Dehydroquinate-Biosynthesis	9
626	4-Hydroxybenzoate Biosynthesis	4-Hydroxybenzoate-Biosynthesis	9
627	Dipeptide Biosynthesis	Dipeptide-Biosynthesis	9
628	Nitric Oxide Biosynthesis	Nitric-Oxide-Biosynthesis	9
629	Organic Solutes Biosynthesis	Organic-solutes-Biosynthesis	9
630	Mannosylglucosylglycerate Biosynthesis	Mannosylglucosylglycerate-Biosynthesis	9
631	Mannosylglycerate Biosynthesis	Mannosylglycerate-Biosynthesis	9
632	Trehalose Biosynthesis	Trehalose-biosynthesis	9
633	Dimethylsulfoniopropanoate Biosynthesis	Dimethylsulfoniopropionate-Biosynthesis	9
634	Glucosylglycerate Biosynthesis	Glucosylglycerate-Biosynthesis	9
635	Betaine Biosynthesis	Betaine-Biosynthesis	9
636	UDP-N-acetyl-D-glucosamine Biosynthesis	UDP-NAc-Glucosamine-Biosynthesis	9
637	Putrescine Biosynthesis	Putrescine-Biosynthesis	9
638	Spermidine Biosynthesis	Spermidine-Biosynthesis	9
639	UDP-N-acetyl-D-galactosamine Biosynthesis	UDP-Nac-Galactosamine-Biosynthesis	9
640	Plant Hormones Biosynthesis	Plant-Hormone-Biosynthesis	9
641	Abscisic Acid Biosynthesis	Abscisic-Acid-Biosynthesis	9
642	Jasmonates Biosynthesis	Jasmonates-Biosynthesis	9
643	Gibberellins and Gibberellin Precursors Biosynthesis	GIBBERELLIN-SYN	9
644	Auxins Biosynthesis	Auxin-Biosynthesis	9
645	Ethylene Biosynthesis	Ethylene-Biosynthesis	9
646	Brassinosteroids Biosynthesis	Brassinosteroid-Biosynthesis	9
647	Cytokinins Biosynthesis	CYTOKININ-BIOSYNTHESIS	9
648	Abscisic acid derivative Biosynthesis	Abscisic-Acid-Derivative-Biosynthesis	9
649	Gibberellins biosynthesis	GIBBERELLINS-BIOSYNTHESIS	9
650	Lipopolysaccharide Biosynthesis	Lipopolysaccharide-Biosynthesis	9
651	Plant Cell Structures	PLANT-CELL-STRUCTURE	9
652	Cell Wall Biosynthesis	Cell-Wall-Biosynthesis	9
653	O-Antigen Biosynthesis	O-Antigen-Biosynthesis	9
654	Epidermal Structures	EPIDERMAL-STRUCTURE	9
655	Primary Cell Wall	PRIMARY-CELL-WALL	9
656	Secondary Cell Wall	SECONDARY-CELL-WALL	9
657	Peptidoglycan Biosynthesis	Peptidoglycan-Biosynthesis	9
658	Peptidoglycan Cross-Bridge Biosynthesis	Peptidoglycan-Cross-Bridge-Biosynthesis	9
659	UDP-N-Acetylmuramoyl-Pentapeptide Biosynthesis	Acetylmuramoyl-Pentapeptide-Biosynthesis	9
660	Proteinogenic Amino Acids Biosynthesis	IND-AMINO-ACID-SYN	9
661	Other Amino Acid Biosynthesis	Other-Amino-Acid-Biosynthesis	9
662	Modification of Amino Acids Within Proteins	Amino-Acids-Modification	9
663	L-methionine Biosynthesis	METHIONINE-SYN	9
664	L-glutamate Biosynthesis	GLUTAMATE-SYN	9
665	L-pyrrolysine Biosynthesis	Pyrrolysine-Biosynthesis	9
666	L-proline Biosynthesis	PROLINE-SYN	9
667	L-tyrosine Biosynthesis	TYROSINE-SYN	9
668	L-serine Biosynthesis	SERINE-BIOSYNTHESIS	9
669	L-leucine Biosynthesis	LEUCINE-SYN	9
670	L-phenylalanine Biosynthesis	PHENYLALANINE-SYN	9
671	L-valine Biosynthesis	VALINE-BIOSYNTHESIS	9
672	L-threonine Biosynthesis	THREONINE-BIOSYNTHESIS	9
673	L-typtophan Biosynthesis	TRYPTOPHAN-BIOSYNTHESIS	9
674	Glycine Biosynthesis	GLYCINE-SYN	9
675	L-arginine Biosynthesis	ARGININE-SYN	9
676	L-lysine Biosynthesis	LYSINE-SYN	9
677	L-asparagine Biosynthesis	ASPARAGINE-SYN	9
678	L-selenocysteine Biosynthesis	Selenocysteine-Biosynthesis	9
679	L-cysteine Biosynthesis	CYSTEINE-SYN	9
680	L-histidine Biosynthesis	HISTIDINE-SYN	9
681	L-alanine Biosynthesis	ALANINE-SYN	9
682	L-glutamine Biosynthesis	GLUTAMINE-SYN	9
683	L-aspartate Biosynthesis	ASPARTATE-SYN	9
684	L-isoleucine Biosynthesis	ISOLEUCINE-SYN	9
685	L-methionine Salvage	Methionine-Salvage	9
686	L-methionine De Novo Biosynthesis	Methionine-De-novo-Biosynthesis	9
687	S-adenosyl-L-methionine cycle	S-adenosyl-L-methionine-cycle	9
688	L-citrulline Biosynthesis	Citrulline-Biosynthesis	9
689	&beta; Alanine Biosynthesis	Beta-Alanine-Biosynthesis	9
690	Phytoalexins Biosynthesis	PHYTOALEXIN-SYN	9
691	Terpenophenolics Biosynthesis	TERPENOPHENOLICS-SYN	9
692	Ergothioneine Biosynthesis	Ergothioneine-Biosynthesis	9
693	Insecticides Biosynthesis	Insecticides-Biosynthesis	9
694	Alcohols Biosynthesis	Alcohol-Biosynthesis	9
695	Fatty Acid Derivatives Biosynthesis	FATTY-ACID-DERIVATIVE-SYN	9
696	Autoinducer Biosynthesis	Autoinducer-Biosynthesis	9
697	Nitrogen-Containing Secondary Compounds Biosynthesis	N-CONTAINING-SECONDARY-CMPD-SYN	9
698	Polyketides Biosynthesis	POLYKETIDE-SYN	9
699	Phenylpropanoid Derivatives Biosynthesis	PHENYLPROPANOID-SYN	9
700	Terpenoids Biosynthesis	Terpenoid-Biosynthesis	9
701	Antibiotic Biosynthesis	Antibiotic-Biosynthesis	9
702	Xanthones Biosynthesis	XANTHONE-SYN	9
703	Sugar Derivatives Biosynthesis	SUGAR-DERIVS	9
704	Sulfur-Containing Secondary Compounds Biosynthesis	S-CONTAINING-SECONDARY-CMPD-SYN	9
705	Terpenoid Phytoalexins Biosynthesis	TERPENOID-PHYTOALEXINS	9
706	Coumarin Phytoalexins Biosynthesis	COUMARIN-PHYTOALEXINS	9
707	Isoflavonoid Phytoalexins Biosynthesis	ISOFLAVONOID-PHYTOALEXINS	9
708	Stilbene Phytoalexins Biosynthesis	STILBENE-PHYTOALEXINS	9
709	Indole Phytoalexins Biosynthesis	INDOLE-PHYTOALEXIN-SYN	9
710	Flavonoid Phytoalexins Biosynthesis	FLAVONOID-PHYTOALEXINS	9
711	Divinyl Ether Biosynthesis	Divinyl-Ether-Biosynthesis	9
712	Nitrogen-Containing Glucosides Biosynthesis	N-CONTAINING-GLUCOSIDE-SYN	9
713	Amines Biosynthesis	AMINE-SYN	9
714	Alkaloids Biosynthesis	ALKALOIDS-SYN	9
715	Non protein Amino Acids Biosynthesis	NON-PROTEIN-AMINO-ACID-SYN	9
716	Cyanogenic Glucosides Biosynthesis	CYANOGENIC-GLUCOSIDE-SYN	9
717	Glucosinolates Biosynthesis	GLUCOSINOLATE-SYN	9
718	Pyrrolidine, Piperidine and Pyridine Alkaloids Biosynthesis	PYRROLIDINE-ALKALOIDS	9
719	Betalaine Alkaloids Biosynthesis	BETALAIN-ALKALOIDS	9
720	Tropane Alkaloids Biosynthesis	TROPANE-ALKALOIDS	9
721	Isoquinoline and Benzylisoquinoline Alkaloids Biosynthesis	ISOQUINOLINE-ALKALOIDS	9
722	Pyrrolizidine Alkaloids Biosynthesis	PYRROLIZIDINE-ALKALOIDS	9
723	Indole Alkaloids Biosynthesis	INDOLE-ALKALOIDS	9
724	Terpenoid Alkaloids Biosynthesis	TERPENOID-ALKALOIDS	9
725	Polyketide Alkaloids Biosynthesis	POLYKETIDE-ALKALOIDS	9
726	Quinolizidine Alkaloids Biosynthesis	QUINOLIZIDINE-ALKALOIDS	9
727	Purine Alkaloids Biosynthesis	PURINE-ALKALOIDS	9
728	Peptide Alkaloids Biosynthesis	PEPTIDE-ALKALOIDS	9
729	Quinoline Alkaloids Biosynthesis	QUINOLINE-ALKALOIDS	9
730	(S)-reticuline biosynthesis	S-Reticuline-Biosynthesis	9
731	Caffeine Biosynthesis	Caffeine-Biosynthesis	9
732	Flavonoids Biosynthesis	FLAVONOID-SYN	9
733	Vanillin Biosynthesis	Vanillin-Biosynthesis	9
734	Lignans Biosynthesis	LIGNAN-SYN	9
735	Lignins Biosynthesis	LIGNIN-SYN	9
736	Stilbenes Biosynthesis	STILBENE-SYN	9
737	Coumarins Biosynthesis	COUMARIN-SYN	9
738	Hydrolyzable Tannins Biosynthesis	TANNIN-SYN	9
739	Benzenoids Biosynthesis	BENZENOID-SYN	9
740	Quinone Secondary Metabolites Biosynthesis	QUINONE-SYN	9
741	Cinnamates Biosynthesis	CINNAMATE-SYN	9
742	Norlignans Biosynthesis	NORLIGNANS	9
743	Aurones Biosynthesis	AURONE-SYN	9
744	Phlobaphenes Biosynthesis	PHLOBAPHENE-SYN	9
745	Flavanones Biosynthesis	FLAVANONES-SYN	9
746	Chalcones Biosynthesis	CHALCONE-SYN	9
747	Flavones Biosynthesis	FLAVONE-SYN	9
748	Anthocyanins Biosynthesis	ANTHOCYANIN-SYN	9
749	Proanthocyanidins Biosynthesis	PROANTHOCYANIDIN-SYN	9
750	Flavonols Biosynthesis	FLAVONOL-SYN	9
751	Prenylflavonoids Biosynthesis	PRENYLFLAVONOID-SYN	9
752	Leucoanthocyanidins (flavan-3,4-diols) Biosynthesis	LEUCOANTHOCYANIDIN-SYN	9
753	Isoflavonoids Biosynthesis	ISOFLAVONOID-SYN	9
754	Rotenoids Biosynthesis	Rotenoids-Biosynthesis	9
755	Gallotannins Biosynthesis	GALLOTANNINS	9
756	Ellagitannins Biosynthesis	ELLAGITANNINS	9
757	Benzoate Biosynthesis	Benzoate-Biosynthesis	9
758	Volatile Benzenoids Biosynthesis	Volatile-Benzenoids-Biosynthesis	9
759	Salicylate Biosynthesis	Salicylate-Biosynthesis	9
760	Polyterpenoids Biosynthesis	POLYTERPENOID-SYN	9
761	Sesquiterpenoids Biosynthesis	SESQUITERPENOID-SYN	9
762	Diterpenoids Biosynthesis	DITERPENOID-SYN	9
763	Monoterpenoids Biosynthesis	MONOTERPENOID-SYN	9
764	Hemiterpenes Biosynthesis	ISOPRENOIDS	9
765	Tetraterpenoids Biosynthesis	TETRATERPENOID-SYN	9
766	Triterpenoids Biosynthesis	TRITERPENOID-SYN	9
767	Linalool Biosynthesis	Linalool-Biosynthesis	9
768	Carotenoids Biosynthesis	CAROTENOID-SYN	9
769	Sesquiterpene Lactone Biosynthesis	SESQUITERPENE-LACTONE	9
770	Bergamotene Biosynthesis	Bergamotene-Biosynthesis	9
771	juvenile hormone III biosynthesis	JH-III-Biosynthesis	9
772	Phytyl Diphosphate Biosynthesis	Phytyl-Diphosphate-Biosynthesis	9
773	Resin Acids Biosynthesis	Resin-Acids-Biosynthesis	9
774	Camphor Biosynthesis	Camphor-Biosynthesis	9
775	Isopentenyl Diphosphate Biosynthesis	Isopentenyl-Diphosphate-Biosynthesis	9
776	Apocarotenoids Biosynthesis	APOCAROTENOID-SYN	9
777	Lycopene biosynthesis	Lycopene-Biosynthesis	9
778	Aurachin Biosynthesis	Aurachin-Biosynthesis	9
779	Macrolide Antibiotics Biosynthesis	Macrolides-Biosynthesis	9
780	Paromamine Biosynthesis	Paromamine-Biosynthesis	9
781	Cyclitols Biosynthesis	Cyclitols-Biosynthesis	9
782	Kanosamine Biosynthesis	Kanosamine-Biosynthesis	9
783	myo-Inositol Biosynthesis	Myo-Inositol-Biosynthesis	9
784	Phytate Biosynthesis	Phytate-Biosynthesis	9
785	Oligosaccharides Biosynthesis	Oligosaccharides-Biosynthesis	9
786	Olefins Biosynthesis	Olefins-Biosynthesis	9
787	Sugars Biosynthesis	CARBO-BIOSYNTHESIS	9
788	Polysaccharides Biosynthesis	Polysaccharides-Biosynthesis	9
789	Alkanes Biosynthesis	Alkanes-Biosynthesis	9
790	Alkenes Biosynthesis	Alkenes-Biosynthesis	9
791	Gluconeogenesis	Gluconeogenesis	9
792	Sugar Nucleotides Biosynthesis	SUGAR-NUCLEOTIDES	9
793	Sucrose Biosynthesis	Sucrose-Biosynthesis	9
794	Sugar Alcohols Biosynthesis	Sugar-Alcohols-Biosynthesis	9
795	dTDP-sugar Biosynthesis	dTDP-Sugar-Biosynthesis	9
796	UDP-sugar Biosynthesis	UDP-Sugar-Biosynthesis	9
797	GDP-sugar Biosynthesis	GDP-Sugar-Biosynthesis	9
798	CMP-sugar Biosynthesis	CMP-Sugar-Biosynthesis	9
799	CDP-sugar Biosynthesis	CDP-Sugar-Biosynthesis	9
800	ADP-sugar Biosynthesis	ADP-Sugar-Biosynthesis	9
801		dTDP-L-Rhamnose-Biosynthesis	9
802	Sialic Acids Biosynthesis	Sialic-Acids-Biosynthesis	9
803	CMP-N-Acetylneuraminate Biosynthesis	CMP-N-Acetylneuraminate-Biosynthesis	9
804	CMP-legionaminate biosynthesis	CMP-Legionaminate-Biosynthesis	9
805	Sorbitol Biosynthesis	Sorbitol-Biosynthesis	9
806	Pinitol Biosynthesis	Pinitol-Biosynthesis	9
807	Alginate Biosynthesis	Alginate-Biosynthesis	9
808	CMP-3-deoxy-D-manno-octulosonate Biosynthesis	CMP-KDO-Biosynthesis	9
809	Glucogen and Starch Biosynthesis	GLYCOGEN-BIOSYN	9
810	Glycosaminoglycans Biosynthesis	Glycosaminoglycans-Biosynthesis	9
811	Inactivation	Inactivation	9
812	Interconversions	Interconversion	9
813	Activation	Activation	9
814	Mercury Detoxification	Mercury-Detoxification	9
815	Acid Resistance	Acid-Resistance	9
816	Reactive Oxygen Species Degradation	REACTIVE-OXYGEN-SPECIES-DEGRADATION	9
817	Antibiotic Resistance	Antibiotic-Resistance	9
818	Cyanide Detoxification	Cyanide-Detoxification	9
819	Methylglyoxal Detoxification	Methylglyoxal-Detoxification	9
820	Arsenate Detoxification	Arsenate-Detoxification	9
821	Vancomycin Resistance	Vancomycin-Resistnace	9
